startdate,governorate,district,gpslatend,gpslongend,locationtypeend,sizeexact,sizeestimate,demandtypeone,demandtypetwo,orgtypefirst,tacticprimary,tacticsecondary,violence,propertydamage,repression,teargas,rubberbullets,liveammo,sticks,surround,dogs,cleararea,policerepress,milrepress,beltegeyyarepress,militiarepress,partyrepress,employerrepress,otherrepress,killed,injured,arrested,country,target,MBproperty,residentsrepress,MBrepress
7/21/2012,Luxor,,25.692353,32.634984,University,,301.0,Social,Education,,Mass attack or mob,,Brawl or gang violence,Mob action but no property damage,Physical harassment,,,,,,,,1,0,0.0,,0,0,1,0.0,0.0,0.0,Egypt,University,0.0,0.0,0.0
7/21/2012,Cairo,,30.066105,31.305611,Mosque,,31.0,Politics (national),Party opposition,,Mass attack or mob,,Brawl or gang violence,None,Arrests / detentions,,,,,,,,0,1,0.0,,0,0,0,0.0,0.0,1.0,Egypt,Political party or group,0.0,0.0,0.0
7/21/2012,Qalyubiyya,,30.220176,31.218745,Main road,,5.0,Social,Infrastructure,,Roadblock or blockade,,None,None,Security forces or other repressive groups present at event,,,,,,,,1,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/21/2012,Cairo,,30.049408,31.239746,Company offices,,301.0,Labor,Working conditions,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/21/2012,Cairo,,30.047649,31.238508,Midan,,31.0,Human rights / civic freedoms,Arrests / detention,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/21/2012,Alexandria,,31.224089,29.941954,Government building,,31.0,Human rights / civic freedoms,Arrests / detention,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/22/2012,Qena,,,,Main road,,31.0,Social,Infrastructure,,Roadblock or blockade,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/22/2012,Sharqiyya,,,,Main road,,31.0,Social,Infrastructure,,Roadblock or blockade,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/22/2012,KafralSheikh,,,,Main road,,31.0,Social,Infrastructure,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/22/2012,Cairo,,30.048049,31.245377,Factory or industrial site,,5.0,Social,Infrastructure,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Religious or communal leader,0.0,0.0,0.0
7/22/2012,KafralSheikh,,31.116512,30.942773,Hospital,,31.0,Security,Demanding security,,Strike,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The police,0.0,0.0,0.0
7/23/2012,Cairo,,30.083378,31.294438,Other,,31.0,Politics (national),Government opposition,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/23/2012,Sohag,,26.468979,31.799865,Infrastructure,,31.0,Social,Infrastructure,,Roadblock or blockade,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/23/2012,SouthSinai,,28.236184,33.620974,Government building,,31.0,Social,Other,,Mass attack or mob,,Riot,Minor property damage,Injuries inflicted,,,,,,,,0,1,0.0,,0,0,0,0.0,1.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/23/2012,Suez,,29.647106,32.302045,Factory or industrial site,,31.0,Labor,Working conditions,Other,Roadblock or blockade,,None,None,Injuries inflicted,,,,,,,,0,0,0.0,,0,0,1,0.0,4.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/23/2012,Dakhaliyya,,31.218117,31.392543,Main road,,301.0,Social,Infrastructure,,Roadblock or blockade,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/23/2012,Beheira,,31.037226,30.463887,Police station,,31.0,Human rights / civic freedoms,Repression / police violence,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The police,0.0,0.0,0.0
7/23/2012,Fayyum,,29.319754,30.835708,University,,31.0,Labor,Wages,,Strike,Roadblock or blockade,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,University,0.0,0.0,0.0
7/23/2012,Cairo,,30.065022,31.314258,Midan,,31.0,Politics (international),United States,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Foreign government,0.0,0.0,0.0
7/23/2012,RedSea,,24.944818,34.714919,Factory or industrial site,1600.0,-99.0,Labor,Fired,,Strike,Roadblock or blockade,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Private company / companies,0.0,0.0,0.0
7/23/2012,Dakhaliyya,,31.173671,32.021452,Infrastructure,,31.0,Social,Infrastructure,,Mass attack or mob,,Riot,Mob action but no property damage,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/23/2012,Menoufiyya,Minuf,30.423324,30.900076,Small road or side road,,301.0,Security,Crime,,Mass attack or mob,March,Riot,Sporadic looting or arson,Deaths inflicted,,,,,,,,1,0,1.0,,0,0,0,6.0,0.0,0.0,Egypt,The police,0.0,0.0,0.0
7/23/2012,Cairo,,30.112233,31.399903,Infrastructure,120.0,-99.0,Social,Infrastructure,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Private company / companies,0.0,0.0,0.0
7/23/2012,Cairo,,30.044378,31.235667,Midan,,301.0,Politics (national),Government support,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The military,0.0,0.0,0.0
7/23/2012,Qena,,26.155125,32.715904,Government building,,31.0,Social,Infrastructure,,Demonstration / protest,Roadblock or blockade,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/23/2012,Gharbiyya,,30.795804,30.997862,Government building,,31.0,Social,Social welfare program,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/24/2012,Cairo,,30.040723,31.247495,Government building,,301.0,Social,Other,,Demonstration / protest,Roadblock or blockade,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/24/2012,Cairo,,30.040723,31.247495,Government building,,31.0,Labor,Hiring,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/24/2012,Qalyubiyya,,30.473395,31.259772,Main road,500.0,-99.0,Social,Infrastructure,,Occupation / sit-in,Roadblock or blockade,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/24/2012,Beheira,,31.138781,30.122428,Hospital,,301.0,Labor,Working conditions,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Private company / companies,0.0,0.0,0.0
7/24/2012,Cairo,,30.096594,31.320598,Company offices,,31.0,Labor,Working conditions,,Strike,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Private company / companies,0.0,0.0,0.0
7/24/2012,Cairo,,30.116901,31.359401,Syndicate/union,,31.0,Politics (national),Other,Union,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/24/2012,Beheira,,30.323293,30.531014,Government building,,31.0,Human rights / civic freedoms,Arrests / detention,Political movement,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The military,0.0,0.0,0.0
7/24/2012,Cairo,,29.957231,31.284586,Government building,,31.0,Human rights / civic freedoms,Arrests / detention,Political movement,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The military,0.0,0.0,0.0
7/24/2012,Gharbiyya,,30.707616,31.245033,Main road,,31.0,Social,Infrastructure,,Roadblock or blockade,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Private company / companies,0.0,0.0,0.0
7/25/2012,Alexandria,,31.205686,29.926767,University,,31.0,Labor,Wages,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,University,0.0,0.0,0.0
7/25/2012,Alexandria,,31.206701,29.910332,University,,31.0,Social,Education,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,University,0.0,0.0,0.0
7/25/2012,Qalyubiyya,,30.470749,31.181656,University,,31.0,Social,Education,,Roadblock or blockade,Demonstration / protest,Riot,Mob action but no property damage,Injuries inflicted,,,,,,,,1,0,0.0,,0,0,0,0.0,1.0,0.0,Egypt,University,0.0,0.0,0.0
7/25/2012,Qalyubiyya,,30.452786,31.175995,Infrastructure,,31.0,Social,Infrastructure,,Demonstration / protest,Roadblock or blockade,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/25/2012,Cairo,,30.054058,31.230917,Main road,,31.0,Politics (international),Arab Spring,,March,,None,None,Security forces or other repressive groups present at event,,,,,,,,0,0,0.0,,0,0,1,0.0,0.0,0.0,Egypt,Foreign government,0.0,0.0,0.0
7/25/2012,Gharbiyya,,30.966938,31.168756,Company offices,,301.0,Labor,Working conditions,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Private company / companies,0.0,0.0,0.0
7/25/2012,KafralSheikh,,31.107758,30.944592,Government building,,301.0,Labor,Contracts,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/25/2012,Asyut,,27.203769,31.163875,Hospital,,31.0,Labor,Job security / promotions,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/25/2012,Cairo,,30.088428,31.318513,Government building,,31.0,Labor,Fired,,Demonstration / protest,Roadblock or blockade,None,None,Security forces or other repressive groups present at event,,,,,,,,0,1,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/25/2012,Qena,,26.162254,32.727512,Infrastructure,,31.0,Labor,Working conditions,,Roadblock or blockade,,None,None,Security forces or other repressive groups present at event,,,,,,,,1,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Government employer,0.0,0.0,0.0
7/25/2012,Luxor,,25.759391,32.733479,Infrastructure,,301.0,Social,Infrastructure,,Demonstration / protest,Roadblock or blockade,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/25/2012,Gharbiyya,,30.961376,31.241235,Company offices,300.0,-99.0,Labor,Wages,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Private company / companies,0.0,0.0,0.0
7/25/2012,Alexandria,,31.223018,29.942861,Factory or industrial site,14000.0,-99.0,Labor,Wages,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Private company / companies,0.0,0.0,0.0
7/25/2012,Gharbiyya,,30.785169,31.004307,Police station,,31.0,Human rights / civic freedoms,Arrests / detention,,Roadblock or blockade,Mass attack or mob,Riot,Mob action but no property damage,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The police,0.0,0.0,0.0
7/25/2012,Luxor,,25.770811,32.724815,Main road,,31.0,Social,Infrastructure,,Roadblock or blockade,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/26/2012,Cairo,,30.088428,31.318513,Government building,,31.0,Social,Other,,Mass attack or mob,,Riot,Mob action but no property damage,Security forces or other repressive groups present at event,,,,,,,,0,1,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/26/2012,PortSaid,,31.244317,32.318735,Hospital,,31.0,Security,Demanding security,,Strike,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Ministry or government agency,0.0,0.0,0.0
7/26/2012,Giza,,30.008701,31.199042,Government building,,31.0,Social,Infrastructure,,Demonstration / protest,Roadblock or blockade,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/27/2012,Cairo,,30.071526,31.274593,Church,,31.0,Politics (national),Constitution,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The Constituent Assembly,0.0,0.0,0.0
7/27/2012,Asyut,,27.152968,31.241188,Main road,,31.0,Social,Infrastructure,,Roadblock or blockade,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/27/2012,Asyut,,27.146371,31.237513,Infrastructure,,31.0,Social,Infrastructure,,Roadblock or blockade,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/27/2012,Dakhaliyya,,31.217203,31.352895,Hospital,,31.0,Security,Demanding security,,Strike,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The police,0.0,0.0,0.0
7/27/2012,Dakhaliyya,,31.032012,31.390984,Hospital,,31.0,Security,Demanding security,,Strike,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The police,0.0,0.0,0.0
7/27/2012,Dakhaliyya,,31.043153,31.364676,Hospital,,31.0,Security,Demanding security,,Strike,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The police,0.0,0.0,0.0
7/27/2012,Fayyum,,29.307698,30.850747,Mosque,,31.0,Security,Demanding security,,Demonstration / protest,,None,None,Security forces or other repressive groups present at event,,,,,,,,0,1,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/27/2012,Menoufiyya,,30.576536,31.012066,Hospital,,31.0,Security,Demanding security,,Strike,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The police,0.0,0.0,0.0
7/27/2012,Alexandria,,31.212363,29.952917,Police station,200.0,-99.0,Human rights / civic freedoms,Repression / police violence,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The police,0.0,0.0,0.0
7/27/2012,Fayyum,,29.531833,30.914425,Main road,,301.0,Social,Infrastructure,,Roadblock or blockade,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/28/2012,Cairo,,30.040723,31.247495,Government building,,31.0,Social,Other,,Roadblock or blockade,,Riot,Mob action but no property damage,Security forces or other repressive groups present at event,,,,,,,,1,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/28/2012,Qena,,26.055698,32.168002,Government building,,31.0,Social,Infrastructure,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/28/2012,Cairo,,30.088428,31.318513,Government building,,31.0,Social,Other,,Mass attack or mob,,Riot,Mob action but no property damage,Injuries inflicted,,,,,,,,1,0,0.0,,0,0,0,0.0,2.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/28/2012,Cairo,,30.088428,31.318513,Government building,,31.0,Labor,Hiring,Student group,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/29/2012,Suez,,29.956671,32.500904,Main road,,31.0,Security,Demanding security,,Roadblock or blockade,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/29/2012,Menoufiyya,,30.549223,30.907006,Infrastructure,150.0,-99.0,Social,Infrastructure,,Roadblock or blockade,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/29/2012,SouthSinai,,28.235525,33.627961,Police station,,301.0,Security,Demanding security,,Demonstration / protest,Occupation / sit-in,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The police,0.0,0.0,0.0
7/29/2012,Gharbiyya,,30.967315,31.169708,Main road,,301.0,Labor,Working conditions,,Roadblock or blockade,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Private company / companies,0.0,0.0,0.0
7/29/2012,Dakhaliyya,,31.159901,31.480193,Government building,400.0,-99.0,Labor,Rights of businessmen,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/29/2012,Fayyum,,29.320676,30.852695,Government building,,31.0,Social,Infrastructure,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/29/2012,KafralSheikh,,31.111144,30.939662,Government building,500.0,-99.0,Labor,Fired,,Demonstration / protest,Roadblock or blockade,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Government employer,0.0,0.0,0.0
7/29/2012,Cairo,,30.047555,31.407586,Government building,,31.0,Human rights / civic freedoms,Arrests / detention,,Mass attack or mob,,Riot,Mob action but no property damage,Physical harassment,,,,,,,,1,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Courts/judiciary,0.0,0.0,0.0
7/29/2012,Cairo,,30.046227,31.415735,Government building,269.0,-99.0,Human rights / civic freedoms,Prison conditions / sentencing,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The military,0.0,0.0,0.0
7/29/2012,Cairo,,30.040945,31.232644,Government building,300.0,-99.0,Environmental,Other,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/29/2012,Giza,,30.014863,31.203144,Main road,,31.0,Social,Infrastructure,,Demonstration / protest,Roadblock or blockade,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/30/2012,Sharqiyya,,30.293118,31.702681,Factory or industrial site,600.0,-99.0,Labor,Wages,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Private company / companies,0.0,0.0,0.0
7/30/2012,BeniSouef,,29.089082,30.945345,Government building,,31.0,Environmental,Garbage,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/30/2012,Alexandria,,31.195633,29.889572,Other,,31.0,Environmental,Land use,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,1,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/30/2012,Cairo,,30.035002,31.218098,Government building,,31.0,Politics (national),Government opposition,,Demonstration / protest,,Brawl or gang violence,None,Security forces or other repressive groups present at event,,,,,,,,0,0,0.0,,0,0,1,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/30/2012,Gharbiyya,,30.949677,31.149274,Hospital,,31.0,Labor,Working conditions,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Government employer,0.0,0.0,0.0
7/30/2012,Dakhaliyya,,31.052165,31.395336,Government building,,301.0,Security,Demanding security,,Demonstration / protest,Roadblock or blockade,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/30/2012,Cairo,,29.848672,31.295772,Main road,,301.0,Labor,Wages,,Demonstration / protest,Roadblock or blockade,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Government employer,0.0,0.0,0.0
7/30/2012,Cairo,,30.058839,31.304118,Government building,,31.0,Labor,Other,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Ministry or government agency,0.0,0.0,0.0
7/30/2012,Minia,,27.770821,30.576229,Main road,,5.0,Social,Infrastructure,,Roadblock or blockade,,Riot,Sporadic looting or arson,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/30/2012,Cairo,,30.088428,31.318513,Government building,,31.0,Social,Other,,Demonstration / protest,Roadblock or blockade,None,None,Security forces or other repressive groups present at event,,,,,,,,1,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/30/2012,Cairo,,30.088428,31.318513,Government building,,31.0,Security,Crime,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/30/2012,Cairo,,30.088428,31.318513,Government building,,31.0,Politics (national),Constitution,Civil society organization,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/30/2012,PortSaid,,31.259816,32.302728,Infrastructure,,5.0,Politics (national),Party opposition,,Demonstration / protest,,None,None,Security forces or other repressive groups present at event,,,,,,,,0,0,0.0,,1,0,0,0.0,0.0,0.0,Egypt,Political party or group,0.0,0.0,0.0
7/30/2012,Cairo,,30.037856,31.235245,Government building,,5.0,Labor,Working conditions,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Government employer,0.0,0.0,0.0
7/30/2012,Qalyubiyya,,30.120782,31.243518,Government building,,31.0,Social,Education,,Roadblock or blockade,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Ministry or government agency,0.0,0.0,0.0
7/30/2012,Sohag,,26.548544,31.695237,Factory or industrial site,100.0,-99.0,Labor,Working conditions,,Roadblock or blockade,,None,None,Security forces or other repressive groups present at event,,,,,,,,1,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Government employer,0.0,0.0,0.0
7/30/2012,Gharbiyya,,30.795786,30.997782,Government building,,31.0,Social,Infrastructure,,Demonstration / protest,Roadblock or blockade,None,None,Security forces or other repressive groups present at event,,,,,,,,1,1,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
7/30/2012,Cairo,,29.946403,31.284763,Government building,,301.0,Human rights / civic freedoms,Arrests / detention,Political movement,Demonstration / protest,Roadblock or blockade,None,None,Security forces or other repressive groups present at event,,,,,,,,0,0,0.0,,0,0,1,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/31/2012,Sharqiyya,,30.293118,31.702681,Factory or industrial site,,31.0,Labor,Wages,,Hunger strike,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Private company / companies,0.0,0.0,0.0
7/31/2012,Cairo,,29.814509,31.378415,Factory or industrial site,375.0,-99.0,Labor,Working conditions,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Government employer,0.0,0.0,0.0
7/31/2012,Cairo,,30.070934,31.289902,Government building,,31.0,Politics (national),Party opposition,,Demonstration / protest,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Egyptian government,0.0,0.0,0.0
7/31/2012,SouthSinai,,28.235525,33.627961,Police station,,31.0,Security,Demanding security,,Roadblock or blockade,,Riot,None,Security forces or other repressive groups present at event,,,,,,,,1,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,The police,0.0,0.0,0.0
7/31/2012,Suez,,29.658156,32.357261,Factory or industrial site,,31.0,Labor,Working conditions,,Roadblock or blockade,,Riot,None,Security forces or other repressive groups present at event,,,,,,,,0,0,0.0,,0,1,0,0.0,0.0,0.0,Egypt,Government employer,0.0,0.0,0.0
7/31/2012,BeniSouef,,29.082046,31.098826,Government building,20.0,-99.0,Labor,Job security / promotions,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Government employer,0.0,0.0,0.0
7/31/2012,Cairo,,29.892566,31.310793,Factory or industrial site,375.0,-99.0,Labor,Working conditions,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Government employer,0.0,0.0,0.0
7/31/2012,Beheira,,30.886899,30.669702,Hospital,,31.0,Labor,Working conditions,,Occupation / sit-in,,None,None,"No known coercion, no security presence",,,,,,,,0,0,0.0,,0,0,0,0.0,0.0,0.0,Egypt,Regional or local government,0.0,0.0,0.0
