recordnumber,nameofevent,startdate,endate,governorate,district,disengcampas,location,gpslat,gpslong,locationtype,tahrir,ittihadeyya,parliament,rabaa,minofdef,sizeexact,sizeestimate,sizecategory,demandtypeone,demandtypetwo,demandother,target,antiMB,antiMorsi,antiSCAF,Morsifall,milintervene,organizer,orgtype,orgMB,orgNSF,orgTamarod,youth/students,laborers/workers,peasants/farmers,party members,activists/movts,gov workers,business,residents,ultras,salafis,copts,MB,soldiers,police,feloul,secularopp,participantother,tacticprimary,tacticsecondary,campaign,Tamarodcampaign,violence,propertydamage,MBproperty,repression,repressiontype,policerepress,milrepress,beltegeyyarepress,residentsrepress,partyrepress,employerrepress,MBrepress,otherrepress,killed,injured,arrested
2012101018,,10/2/2012,,Cairo,,Abdin,مقر الجمعية التأسيسية بمجلس الشورى,30.041217,31.237046,Government building,0,0,0,0,0,2000.0,,"1,000-4,999 participants",Politics (national),Constitution,,The Constituent Assembly,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,أعضاء هيئة النيابة الإدارية وهيئة قضايا الدولة,Demonstration / protest,Roadblock or blockade,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101019,,10/2/2012,,Cairo,,Abdin,مقر الجمعية التأسيسية بمجلس الشورى,30.041115,31.23724,Government building,0,0,0,0,0,,31,10-99 participants,Politics (national),Constitution,,The Constituent Assembly,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,أعضاء الجهاز المركزى للمحاسبات,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101011,,10/2/2012,10/3/2012,Cairo,,Al Khalifa,موقف السيدة عائشة ,30.028827,31.255688,Infrastructure,0,0,0,0,0,,301,100-999 participants,Labor,Rights of businessmen,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,Roadblock or blockade,,0.0,None,None,0,Security forces or other repressive groups present at event,,1,0,0,0,0,0,0,0,0,0,0
2012101031,,10/2/2012,,Giza,,Al-Aguza,وزارة الرياضة,30.061582,31.205313,Government building,0,0,0,0,0,3000.0,,"1,000-4,999 participants",Human rights / civic freedoms,Repression / police violence,,Ministry or government agency,0,0,0,0,0,Ultras Ahlawy,Sports group,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ألتراس أهلاوى , ألتراس الزمالك",Demonstration / protest,,,0.0,None,None,0,Security forces or other repressive groups present at event,,1,0,0,0,0,0,0,0,0,0,0
2012101030,,10/2/2012,,Menoufiyya,,Al-Bagur,مستشفى الباجور العام,30.432791,31.029349,Hospital,0,0,0,0,0,,-99,Size category cannot be determined,Social,Health,,Other,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Mass attack or mob,,,0.0,Riot,Minor property damage,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101020,,10/2/2012,,Qalyubiyya,,Banha,مقار النيابة الإدارية,30.469794,31.188938,Government building,0,0,0,0,0,,31,10-99 participants,Politics (national),Constitution,,The Constituent Assembly,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, أعضاء هيئة النيابة الإدارية,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101022,,10/2/2012,,Qalyubiyya,,Banha,وحدة مرور بنها,30.472463,31.180758,Government building,0,0,0,0,0,40.0,,10-99 participants,Labor,Working conditions,,Government employer,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101023,,10/2/2012,,Qalyubiyya,,Banha,مديرية التربية والتعليم,30.455619,31.180123,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Wages,,Government employer,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101012,,10/2/2012,10/3/2012,Cairo,,Basatin,موقف دار السلام ,29.982237,31.241969,Infrastructure,0,0,0,0,0,,301,100-999 participants,Labor,Rights of businessmen,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,Roadblock or blockade,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101025,,10/2/2012,,Damietta,,Dumyat Al-Gadida,طريق المطار دمياط الجديدة,31.401562,31.667893,Main road,0,0,0,0,0,,301,100-999 participants,Labor,Working conditions,,Government employer,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101027,,10/2/2012,,Gharbiyya,,El Mahalla El Kobra 1,مجلس المدينة,30.972905,31.168112,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Job security / promotions,,Regional or local government,0,0,0,0,0,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101034,,10/2/2012,10/3/2012,Cairo,,Gamaliyya,"طريق صلاح سالم , ديوان محافظة القاهرة",30.051475,31.276288,Main road,0,0,0,0,0,,50,10-99 participants,Labor,Rights of businessmen,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,Roadblock or blockade,,0.0,Riot,Minor property damage,0,Arrests / detentions,,1,0,0,0,0,0,0,1,0,0,6
2012101032,,10/2/2012,10/3/2012,Cairo,,Hilwan,موقف حلوان ,29.840965,31.335678,Infrastructure,0,0,0,0,0,,-99,Size category cannot be determined,Labor,Rights of businessmen,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101029,,10/2/2012,,Minia,,Kesm Al-minya,مبنى المحافظة,28.104217,30.755082,Government building,0,0,0,0,0,,31,10-99 participants,Social,Infrastructure,,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101021,,10/2/2012,,Asyut,,Kesm Than Assuit,المدينة الجامعية بأسيوط,27.190253,31.174065,University,0,0,0,0,0,,301,100-999 participants,Social,Education,,University,0,0,0,0,0,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101033,,10/2/2012,10/3/2012,Cairo,,Maadi,موقف المعادى,29.960249,31.257919,Infrastructure,0,0,0,0,0,,-99,Size category cannot be determined,Labor,Rights of businessmen,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101016,,10/2/2012,,Cairo,,Madinat Nasr-2,وزارة القوى العاملة,30.076545,31.314629,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Labor,Wages,,Government employer,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101024,,10/2/2012,,Cairo,,Madinat Nasr-2, وزارة الاستثمار,30.071549,31.296711,Government building,0,0,0,0,0,250.0,,100-999 participants,Labor,Working conditions,,Government employer,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101028,,10/2/2012,,Cairo,,Misr al-Gadida,قصر الاتحادية,30.088307,31.320348,Government building,0,1,0,0,0,,31,10-99 participants,Labor,Contracts,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101014,,10/2/2012,10/3/2012,Cairo,,Nuzha,موقف الأف مسكن ,30.11861,31.340136,Infrastructure,0,0,0,0,0,,301,100-999 participants,Labor,Rights of businessmen,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,Roadblock or blockade,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101017,,10/2/2012,10/3/2012,Cairo,,Sayyida Zainab,مجلس الوزراء,30.039541,31.236241,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Fired,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Occupation / sit-in,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101013,,10/2/2012,10/3/2012,Cairo,,Shubra,موقف أحمد حلمى ,30.06515,31.247953,Infrastructure,0,0,0,0,0,,301,100-999 participants,Labor,Rights of businessmen,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,Roadblock or blockade,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101035,,10/3/2012,,Dakhaliyya,,El Mansora 1,النيابة الإدارية فى الدقهلية ,31.050586,31.392927,Government building,0,0,0,0,0,,31,10-99 participants,Politics (national),Constitution,,The Constituent Assembly,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101039,,10/3/2012,,KafralSheikh,,Mitubas,الطريق الدولى,31.382999,30.432125,Main road,0,0,0,0,0,,-99,Size category cannot be determined,Environmental,Pollution,,Private company / companies,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Mass attack or mob,Roadblock or blockade,,0.0,Riot,Minor property damage,0,Arrests / detentions,Rudimentary crowd control,1,0,0,0,0,0,0,0,0,0,32
2012101038,,10/3/2012,,Cairo,,Qasr Al-Nile,نقابة المحامين,30.052365,31.238091,Syndicate/union,0,0,0,0,0,,7,Less than 10,Human rights / civic freedoms,Arrests / detention,,Courts/judiciary,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hunger strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101037,,10/3/2012,,Cairo,,Sayyida Zainab,محكمة جنوب القاهرة,30.024119,31.242422,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Politics (national),Government opposition,,Courts/judiciary,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,Riot,None,0,Security forces or other repressive groups present at event,Rudimentary crowd control,1,0,0,0,0,0,0,0,0,0,0
2012101036,,10/3/2012,,Sharqiyya,,Zaqaziq,النيابة الإدارية فى الشرقية ,30.587332,31.495034,Government building,0,0,0,0,0,,31,10-99 participants,Politics (national),Constitution,,The Constituent Assembly,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101044,,10/4/2012,,Giza,,6 October-2,شركة الرشيدى للميزان,29.930468,30.891839,Company offices,0,0,0,0,0,,301,100-999 participants,Labor,Wages,,Private company / companies,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101043,,10/4/2012,,Qalyubiyya,Banha,Banha,بنها,,,Cannot be determined,0,0,0,0,0,,31,10-99 participants,Labor,Retirement,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,قدامى المحاربين بالقوات المسلحة,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101040,,10/4/2012,,Giza,,DuqqI,بنك التنمية الزراعى ,30.041656,31.205006,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Labor,Rights of businessmen,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101041,,10/4/2012,,Dakhaliyya,,El Mansora 1,بنك التنمية الزراعى ,31.051655,31.394168,Government building,0,0,0,0,0,,17,10-99 participants,Labor,Rights of businessmen,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101045,,10/4/2012,,KafralSheikh,,Fuwwa,مستشفى فوه للتأمين الصحى,31.212814,30.557543,Hospital,0,0,0,0,0,,31,10-99 participants,Labor,Working conditions,,Government employer,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Occupation / sit-in,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101047,,10/4/2012,,Giza,,Giza,جامعة القاهرة,30.023091,31.207808,University,0,0,0,0,0,,31,10-99 participants,Social,Education,,Union,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101042,,10/4/2012,,RedSea,,Hurghada 1,ميدان الدهار,27.252305,33.814533,Midan,0,0,0,0,0,,31,10-99 participants,Social,Social welfare program,,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,Roadblock or blockade,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101046, «إضراب العزة والكرامة»,10/4/2012,,Cairo,,Qasr Al-Nile,مجلس الوزراء,30.039919,31.235253,Government building,0,0,0,0,0,,301,100-999 participants,Labor,Wages,Contracts,Government employer,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,العاملين بجامعات,Demonstration / protest,March,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101048,,10/4/2012,,Cairo,,Qasr Al-Nile,وزارة التعليم العالى,30.037818,31.234605,Government building,0,0,0,0,0,,31,10-99 participants,Social,Education,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,Roadblock or blockade,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101050,,10/5/2012,,Cairo,,Misr al-Gadida,قصر الاتحادية,30.089839,31.318749,Government building,0,1,0,0,0,,5,Less than 10,Human rights / civic freedoms,Arrests / detention,Implementation of the provisions of compensation for judicial detainees,Courts/judiciary,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,المعتقلين السياسيين,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101051,,10/5/2012,,Cairo,,Misr al-Gadida,قصر الاتحادية,30.089588,31.318846,Government building,0,1,0,0,0,,31,10-99 participants,Corruption,Corruption in politics/government,Corruption of the President of the National Council for the care of families of martyrs and wounded,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,مصابى الثورة,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101049,,10/5/2012,,PortSaid,Port Fuad,Port Fuad,بورسعيد,,,Cannot be determined,0,0,0,0,0,,5,Less than 10,Human rights / civic freedoms,Arrests / detention,,The police,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ألتراس «جرين إيجلز»,Mass attack or mob,,,0.0,Riot,Sporadic looting or arson,0,Security forces or other repressive groups present at event,,1,0,0,0,0,0,0,0,0,0,0
2012101054,,10/6/2012,,Suez,,Al-Arbiin,ميدان الأربعين,29.974714,32.548769,Midan,0,0,0,0,0,,31,10-99 participants,Labor,Wages,,Ministry or government agency,0,0,0,0,0,الأحزاب السياسية والحركات الثورية,Political party,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,Human chain,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101052,,10/6/2012,,Cairo,,Sayyida Zainab,مجلس الوزراء,30.039884,31.236051,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Wages,Dismissal of the Minister of Education,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,المعلمين,Demonstration / protest,,ثورة المعلم,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101053,,10/6/2012,,Cairo,,Tura,سجن طرة,29.949659,31.282483,Government building,0,0,0,0,0,,31,10-99 participants,Politics (national),Other,Mubarak support,Religious or communal leader,1,0,0,0,0,ائتلاف ثوار المنصة وأبناء مبارك والأغلبية الصامتة,Old regime group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,أنصار مبارك,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101058,,10/7/2012,10/9/2012,Asyut,,Assuit,قرية جزيرة بهيج,27.249341,31.113065,School,0,0,0,0,0,1300.0,,"1,000-4,999 participants",Social,Education,,Ministry or government agency,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101057,,10/7/2012,,Cairo,,Bulaq,وزارة الإعلام,30.052911,31.230343,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Labor,Wages,,Government employer,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101059,,10/7/2012,,Ismailia,,Ismailiyya,مدرسة على بن أبى طالب الابتدائية بعزبة «عفو»,30.536907,32.30482,School,0,0,0,0,0,,301,100-999 participants,Social,Education,,Ministry or government agency,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101067,,10/7/2012,,Minia,,Kesm Al-minya,محافظة المنيا,28.104137,30.754961,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Labor,Contracts,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,المعلمين,Demonstration / protest,,,0.0,None,None,0,Physical harassment,Rudimentary crowd control,1,0,0,0,0,0,0,0,0,0,0
2012101055,,10/7/2012,10/8/2012,Cairo,,Misr al-Gadida,قصر الاتحادية,30.088612,31.320115,Government building,0,1,0,0,0,,3001,"1,000-4,999 participants",Social,Other,To stop removing thier violations houses,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101056,,10/7/2012,10/8/2012,Cairo,,Qasr Al-Nile,مجلس الوزراء,30.039944,31.235872,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Labor,Rights of businessmen,,Regional or local government,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101070,,10/8/2012,,Beheira,,Damanhur,ديوان عام المحافظة,31.03975,30.457934,Government building,0,0,0,0,0,,31,10-99 participants,Social,Infrastructure,,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101068,,10/8/2012,,Damietta,,Dumyat Al-Gadida,الطريق الدولى,31.402168,31.666607,Main road,0,0,0,0,0,,301,100-999 participants,Labor,Job security / promotions,,Private company / companies,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101060,,10/8/2012,10/10/2012,Dakhaliyya,,El Mansora 1,النيابة الإدارية بالمنصورة,31.05059,31.392836,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Politics (national),Constitution,,The Constituent Assembly,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,أعضاء النيابة الإدارية,Strike,March,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101069,,10/8/2012,,Fayyum,,Fayyum,ديوان عام المحافظة,29.320389,30.852936,Government building,0,0,0,0,0,,301,100-999 participants,Labor,Hiring,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,Injuries inflicted,Rudimentary crowd control,1,0,0,0,0,0,0,0,0,1,0
2012101071,,10/8/2012,,Luxor,,Luxor,مزلقان رمسيس,25.696859,32.644948,Infrastructure,0,0,0,0,0,,31,10-99 participants,Social,Infrastructure,,Government employer,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101062,,10/8/2012,10/10/2012,Minia,,Markz Al Minya,النيابة الإدارية فى المنيا,28.08923,30.777021,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Politics (national),Constitution,,The Constituent Assembly,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,أعضاء النيابة الإدارية,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101066,,10/8/2012,10/11/2012,Cairo,,Misr al-Gadida,قصر الاتحادية,30.087992,31.320058,Government building,0,1,0,0,0,,301,100-999 participants,Social,Education,,Ministry or government agency,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101065,,10/8/2012,,Cairo,,Qasr Al-Nile,مجلس الوزراء,30.039735,31.235511,Government building,0,0,0,0,0,,31,10-99 participants,Social,Social welfare program,,Egyptian government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101064,,10/8/2012,10/10/2012,Qena,,Qina,النيابة الإدارية فى قنا,26.158166,32.720414,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Politics (national),Constitution,,The Constituent Assembly,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,أعضاء النيابة الإدارية,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101073,,10/8/2012,,Qalyubiyya,,Shubra Al-Khayma 1,إدارة غرب شبرا الخيمة التعليمية,30.117224,31.244061,Government building,0,0,0,0,0,,301,100-999 participants,Labor,Wages,,Government employer,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,المعلمين,Strike,Demonstration / protest,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101061,,10/8/2012,10/10/2012,Dakhaliyya,,Sinbillawin,النيابة الإدارية السنبلاوين,30.884446,31.457794,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Politics (national),Constitution,,The Constituent Assembly,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,أعضاء النيابة الإدارية,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101063,,10/8/2012,10/10/2012,Sohag,,Suhag,النيابة الإدارية فى سوهاج,26.570155,31.692079,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Politics (national),Constitution,,The Constituent Assembly,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,أعضاء النيابة الإدارية,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101072,,10/8/2012,,Sharqiyya,,Zaqaziq,مستشفى الأحرار,30.566087,31.501894,Hospital,0,0,0,0,0,,-99,Size category cannot be determined,Labor,Wages,,Government employer,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,العاملون ببنك الدم,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101084,,10/9/2012,,Alexandria,,Al Manshiyya,مجمع المحاكم,31.200621,29.891701,Government building,0,0,0,0,0,,31,10-99 participants,Human rights / civic freedoms,Repression / police violence,,Courts/judiciary,0,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,اتحادى شباب ماسبيرو، وثوار الإسكندرية، وحركات بنت مصر، و٦ إبريل «الجبهة الديمقراطية»، والثائر المصرى، و«لازم»، والجبهة الوطنية للتغيير، وائتلافا ٢٨ يناير، وجبهة الصمود، وحزب التحالف الشعبى الاشتراكى,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2012101095,,10/9/2012,,Alexandria,,Al Manshiyya,مجمع المحاكم,31.200435,29.892722,Government building,0,0,0,0,0,,31,10-99 participants,Human rights / civic freedoms,Repression / police violence,,The military,0,0,1,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,اتحادى شباب ماسبيرو، وثوار الإسكندرية,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
