 ,Section 1: Basic Information,,,,,,,,,Section 2: Location,,,,,,,,,Section 3: Size,,,,Section 4: Demands,,,,,Section 5: Organizers and Participants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Section 6: Tactics,,,,,Section 7: Repression & Concessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200280,DFY,2021-09-29,Protestors protest in front of Seray of Rashaya,Thawra,2020-01-16,2020-01-16,0,0,0,Beqaa,Rashaya,Rashaya Seray,33.50134933,35.8416152,Government building,,,,,31,عشرات الشبان والشابات,,Human rights / civic freedoms,Release of detainees,toadd: Support of the detainees,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-01-16,NNA,اعتصام امام سرايا راشيا احتجاجا على توقيف ناشطين,,http://nna-leb.gov.lb/ar/show-news/457083/,,,,,,,,,,,,,
20200687,DFY,2022-01-07,Protestors protest in front of the Achrafieh Byblos Bank,Thawra,2020-02-22,2020-02-22,0,0,0,Beirut,Beirut,Byblos Bank in Achrafieh,33.88658675,35.51679849,Bank/Central Bank,,,,,-99,Unspecified,,Economic/Financial,Against banks/Association of Bankers,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-22,NNA,وقفة أمام بنك بيبلوس,,https://www.nna-leb.gov.lb/ar/show-news/463423/,,,,,,,,,,,,,
20200692,DFY,2022-01-07,Protestors protest in front of the family residence of Hassan Diab's spouse,Thawra,2020-02-22,2020-02-22,0,0,0,North,Tripoli,Unknown - but in Tripoli,34.4259721,35.7314252,House of Politician,,,,,-99,Unspecified,,Thawra 2019,Anti-PM,,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Occupation / sit-in,,,None,None,Army present at event,0,0,0,0,1,0,0,1,1,0,0,0,0,0,,0,0,0,0,2020-02-22,NNA,مسيرة في طرابلس ووقفة إحتجاجية أمام سنترال الميناء,,http://nna-leb.gov.lb/ar/show-news/463449/nna-leb.gov.lb/es,,,,,,,,,,,,,
20200624,DFY,2021-11-04,Protestors protest in front of the Justice Palace in Zahle against detaining revolutionaries,Thawra,2020-02-13,2020-02-13,0,0,0,Beqaa,Zahle,Justice Palace Zahle,33.84331633,35.90814333,Court,,,,,5,عدد,,Human rights / civic freedoms,Release of detainees,toadd: Releasing a detainee,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-13,NNA,وقفة في زحلة ومسيرة الى قصر العدل احتجاجا على توقيف ناشطين,,http://nna-leb.gov.lb/ar/show-news/461982/,,,,,,,,,,,,,
20200504,DFY,2021-10-11,Protestors protest in front of the Swiss Embassy asking the authorities to open an investigation regarding capital flight,Thawra,2020-01-29,2020-01-29,0,0,0,Beirut,Beirut,Swiss Embassy,33.89225306,35.50946807,Embassy,,,,,-99,مجموعة من المحتجين,,Corruption,Corruption in politics/government,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-01-29,NNA,محتجون أمام السفارة السويسرية لمطالبة سويسرا بتحقيقات شفافة في موضوع تهريب الاموال,,http://nna-leb.gov.lb/ar/show-news/459480/,,,,,,,,,,,,,
20200321,DFY,2021-09-29,Protestors protest in front of Tripoli Customs against corruption,Thawra,2020-01-16,2020-01-16,0,0,0,North,Tripoli,Customs in Al Mina Tripoli,34.45354313,35.80761493,Government building,,,,,3,Few (picture),,Corruption,Corruption in politics/government,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Occupation / sit-in,,,None,None,Army present at event,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,2020-01-16,NNA,اعتصام أمام جمارك الميناء,,http://nna-leb.gov.lb/ar/show-news/456952/,,,,,,,,,,,,,
20192285,DFY,2020-12-29,Protestors protest in front of various banks primarily BDL,Thawra,2019-12-30,2019-12-30,0,0,0,South,Tyre,BDL Tyre,33.27167742,35.20000624,Bank/Central Bank,,,,,5,عدد,,Economic/Financial,Against banks/Association of Bankers,,non-political,,Hirak sour,Revolution committee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Occupation / sit-in,,,None,None,Security forces present at event,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,2019-12-30,NNA,تجمع لشبان من حراك ساحة العلم في صور امام مصارف المدينة منددين بسياستها بحق المودعين,,http://nna-leb.gov.lb/ar/show-news/454449/,,,,,,,,,,,,,
20200826,DFY,2021-12-31,Protestors protested in front of exchange shops and banks in solidarity with small depositors,Thawra,2020-03-07,2020-03-07,0,0,0,South,Sidon,Various banks in Sidon,33.5614805,35.3428111,Bank/Central Bank,,,,,5,عدد,,Economic/Financial,Against banks/Association of Bankers,,non-political,,Hirak Saida,Revolution committee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-03-07,Lebanon24,حراك صيدا واصل وقفاته الاحتجاجية أمام المصارف ومحال الصيرفة,,https://www.lebanon24.com/news/lebanon/681136/%D8%AD%D8%B1%D8%A7%D9%83-%D8%B5%D9%8A%D8%AF%D8%A7-%D9%88%D8%A7%D8%B5%D9%84-%D9%88%D9%82%D9%81%D8%A7%D8%AA%D9%87-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D8%AC%D8%A7%D8%AC%D9%8A%D8%A9-%D8%A3%D9%85%D8%A7%D9%85-%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%B1%D9%81-%D9%88%D9%85%D8%AD%D8%A7,,,,,,,,,,,,,
20200171,DFY,2021-09-09,Protestors publicly shame and intercept MP Michel Daher's motorcade,Thawra,2020-01-14,2020-01-14,0,0,0,Beqaa,Zahle,Taalbaya - Bekaa,33.81694694,35.86422266,Main road,,,,,-99,Unspecified,,Politics (national),Other,toadd: Publicly shaming a politician,politics (other),ثورة ثورة,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Mass attack or mob,Roadblock or blockade,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-01-14,Elnashra,محتجون منعوا النائب ميشال ضاهر من المرور في تعلبايا البقاعية,,https://www.elnashra.com/news/show/1380064/%D9%85%D8%AD%D8%AA%D8%AC%D9%88%D9%86-%D9%85%D9%86%D8%B9%D9%88%D8%A7-%D8%A7%D9%84%D9%86%D8%A7%D8%A6%D8%A8-%D9%85%D9%8A%D8%B4%D8%A7%D9%84-%D8%B6%D8%A7%D9%87%D8%B1-%D8%A7%D9%84%D9%85%D8%B1%D9%88%D8%B1-%D8%AA%D8%B9%D9%84%D8%A8%D8%A7%D9%8A%D8%A7-%D8%A7%D9%84%D8%A8%D9%82,,,,,,,,,,,,,
20200059,DFY,2021-01-09,Protestors publicly shame Elie Ferzli in Gemayze street,Thawra,2020-01-05,2020-01-05,0,0,0,Beirut,Beirut,Gemayze,33.89635,35.5058567,Other,,,,,-99,Unspecified,,Politics (national),Other,toadd: Public shaming,politics (other),,Activists,CSOs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Other,,,None,None,Security forces present at event,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,2020-01-05,NNA,الفرزلي يغادر احد المطاعم في بيروت وسط هتافات المحتجين,,الفرزلي يغادر احد المطاعم في بيروت وسط هتافات المحتجين... (فيديو) - Lebanon News (lbcgroup.tv),,,,,,,,,,,,,
20200564,DFY,2021-10-24,Protestors publicly shame PM Ziad Aswad at Diwan restaurant,Thawra,2020-02-04,2020-02-04,0,0,0,Beirut,Beirut,Diwan Restaurant Beirut,33.91213587,35.58149144,Other,,,,,-99,Unspecified,,Thawra 2019,Other,Public shaming of politician,politics (other),,Activists,CSOs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,Party Militias/ Baltagia present at event,0,0,0,0,0,0,1,0,0,1,0,1,0,0,,0,0,0,0,2020-02-04,Akhbar Assaha,No title,,https://www.facebook.com/akhbaralsahaEN/,,,,,,,,,,,,,
20200148,DFY,2021-09-09,Protestors publicly shame Tarek Merhbi and Sami Fatfat at Parilla restaurant Gemayze,Thawra,2020-01-12,2020-01-12,0,0,0,Beirut,Beirut,Parilla Restaurant - Gemayze,33.89380766,35.51041237,Other,,,,,-99,Unspecified,,Thawra 2019,Fall of the regime,,Fall of goverment/regime,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,Brawl or gang violence,None,Arrests / detentions,0,0,0,0,1,0,1,1,0,0,0,0,1,0,,0,0,0,1,2020-01-12,NNA,إشكال أمام مطعم في الجميزة وفتفت والمرعبي أكدا خروجهما قبل حصوله,,http://nna-leb.gov.lb/ar/show-news/456178/,,,,,,,,,,,,,
20200155,DFY,2021-09-09,Protestors publicly shame Yousef Finianos at Aishti Seaside,Thawra,2020-01-12,2020-01-12,0,0,0,Mount Lebanon,Matn,Aichti Jal el Dib,33.91182265,35.58035455,Main road,,,,,3,few (video),,Thawra 2019,Other,toadd: Publicly shaming a politician,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Roadblock or blockade,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-01-12,L'Orient-Le Jour,Le ministre Fenianos se retire d'un centre commercial sous les huées de manifestants,,https://www.lorientlejour.com/article/1202047/le-ministre-fenianos-se-retire-dun-centre-commercial-sous-les-huees-de-manifestants.html,,,,,,,,,,,,,
20192276,DFY,2020-12-29,Protestors raise their voices in opposition to Hasan Diab's designation in front of his residence,Thawra,2019-12-28,2019-12-28,0,0,0,Beirut,Beirut,Hasan Diab's residence - Tallet al Khayyat,33.88417837,35.4891648,House of Politician,,,,100,,Around a hundred,,Thawra 2019,Government opposition,toadd: Against new PM designate,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,Security forces present at event,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,2019-12-28,The Daily Star,Protesters target Diab's house and banks on day 73 of protests,,https://www.dailystar.com.lb/News/Lebanon-News/2019/Dec-28/498204-banks-targeted-on-day-73-of-protests.ashx,,,,,,,,,,,,,
20192281,DFY,2020-12-29,Protestors raise their voices in opposition to Hasan Diab's designation in front of his residence,Thawra,2019-12-29,2019-12-29,0,0,0,Beirut,Beirut,Hasan Diab's residence - Tallet al Khayyat,33.88417837,35.4891648,House of Politician,,,,,-99,Unspecified,,Thawra 2019,Government opposition,toadd: Against new PM designation,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,Security forces present at event,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,2019-12-29,NNA,(إضافة) تجمع احتجاجي أمام منزل دياب,,http://nna-leb.gov.lb/ar/show-news/454310/,,The Daily Star,Day 74: Protests rally against Diab's designation,2019-12-29,,https://www.dailystar.com.lb/News/Lebanon-News/2019/Dec-29/498233-day-74-protests-rally-against-telecoms-companies.ashx,,,,,,,
20200616,DFY,2021-11-04,Protestors rally at Borj al Murr demanding the resignation of Hassan Diab,Thawra,2020-02-11,2020-02-11,0,0,0,Beirut,Beirut,Borj al Morr,33.89530887,35.49618414,Main road,,,,,31,العشرات,,Thawra 2019,Government opposition,,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Roadblock or blockade,Demonstration / protest,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-11,NNA,محتجون تجمعوا عند نقطة القنطاري برج المر,,http://nna-leb.gov.lb/ar/show-news/461400/,,,,,,,,,,,,,
20200579,DFY,2021-10-29,Protestors rally in Al Nour square,Thawra,2020-02-05,2020-02-05,0,0,0,North,Tripoli,Al Nour Square,34.43474093,35.83598043,Midan/Square,,,,,31,عشرات,,Thawra 2019,Other,toadd: Publicly shaming a politician,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-05,Annahar,طرابلسيون يطالبون برفع الحصانة عن زياد أسود ودعوات لقطع الطرق,,https://www.annahar.com/arabic/article/1119158-%D8%B7%D8%B1%D8%A7%D8%A8%D9%84%D8%B3%D9%8A%D9%88%D9%86-%D9%8A%D8%B7%D8%A7%D9%84%D8%A8%D9%88%D9%86-%D8%A8%D8%B1%D9%81%D8%B9-%D8%A7%D9%84%D8%AD%D8%B5%D8%A7%D9%86%D8%A9-%D8%B9%D9%86-%D8%B2%D9%8A%D8%A7%D8%AF-%D8%A3%D8%B3%D9%88%D8%AF-%D9%88%D8%AF%D8%B9%D9%88%D8%A7%D8%AA-%D9%84%D9%82%D8%B7%D8%B9-%D8%A7%D9%84%D8%B7%D8%B1%D9%82,,,,,,,,,,,,,
20200599,DFY,2021-10-24,Protestors rally in Downtown Beirut against the Hassan Diab government,Thawra,2020-02-10,2020-02-10,0,0,0,Beirut,Beirut,Downtown Beirut,33.897142,35.507112,Midan/Square,,,,,31,Tens (vid),,Thawra 2019,Government opposition,,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Demonstration / protest,Occupation / sit-in,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-10,Akhbar Assaha,من ساحة #رياض_الصلح #لبنان_ينتفض #أخبار_الساحة,,https://www.facebook.com/akhbaralsaha/videos/228584438152611/?__xts__[0]=68.ARDlJr2Cibt1QbESqAeBhAar5zF16vfjAlXLOomQxzR41ZHYX7HFDw-ryTZ6O2Ss7_eTVekUE5_Jv08rEEpS2MuZUTHRHm6fCeHLhu3fWSlsRpCUaGs_5sUsJKwrDSnEAvYjXttjriiUogY8YRrxc5dS7NTbjYavx9uvpE8D8IKDjNZLuddVDUNHmrmnuJlCT2q0VBBK4B5LYyT-Uc90e2Y-NQFe8JSaWlBb11mOEhzLU2TsU4JIFvJ6dHTAGJ9RQJi4wQkZt6tZBd550f6TttJKwY-U1IwMmpRwpYVZhrrAUULi1Cjozt3nORqqlAmbqebeoZ7m0QLGV5v6UbcCQiIMKv4VvpHoZS3J_4IHIyhvno88p6XlXsJUF4G7R9Xni39BNcYJRjy24w-BriQxH5tVYlrOKEn5lSuizbXMMjdhCRHYGF4abfMwtpEUhB7cq13uB3ceWzEWq3OJyeF8URqFruGIXnB1qQI7Tb-AXdBONxEQb52iunUFIWEDNRbQ99A,,,,,,,,,,,,,
20200553,DFY,2021-10-24,Protestors rally in front of BDL in Sidon,Thawra,2020-02-02,2020-02-02,0,0,0,South,Sidon,BDL - Sidon,33.55507272,35.37664541,Bank/Central Bank,,,,,-99,Unspecified,,Economic/Financial,Against Central Bank,,non-political,,Hirak Saida,Revolution committee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-02,NNA,وقفة احتجاجية أمام مصرف لبنان في صيدا,,http://nna-leb.gov.lb/ar/show-news/460040/,,,,,,,,,,,,,
20200626,DFY,2021-11-04,Protestors rally in front of Faysal Karame's residence,Thawra,2020-02-13,2020-02-13,0,0,0,North,Tripoli,Faysal Karame's residence,34.43470151,35.83183534,House of Politician,,,,,5,عدد,,Corruption,Corruption in politics/government,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,,,,,Demonstration / protest,March,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-13,NNA,شبان تجمهروا أمام دارة كرامي في طرابلس ثم توجهوا الى مصرف لبنان,,http://nna-leb.gov.lb/ar/show-news/461966/,,,,,,,,,,,,,
20200107,DFY,2021-01-12,Protestors rally in front of NewTv denouncing interview with minister Gebran Bassil,Thawra,2020-01-07,2020-01-07,0,0,0,Beirut,Beirut,NEW TV - Wata Mousaitbeh,33.8785193,35.49426461,Other,,,,,-99,Unspecified,,Politics (local),opposition of local leader,,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,Army present at event,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,2020-01-07,NNA,تظاهرة أمام الجديد احتجاجا على مقابلة باسيل,,الوكالة الوطنية للإعلام - تظاهرة أمام الجديد احتجاجا على مقابلة باسيل (nna-leb.gov.lb),,,,,,,,,,,,,
20200594,DFY,2021-10-24,Protestors rally in front of Parliament Square (Nejme),Thawra,2020-02-08,2020-02-08,0,0,0,Beirut,Beirut,Nejme Square Beirut - Municipality entrance,33.89490917,35.50415763,Government building,,,,,31,عشرات,,Corruption,Corruption in politics/government,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-08,NNA,متظاهرون يتجمعون أمام مدخل مجلس النواب,,http://nna-leb.gov.lb/ar/show-news/461044/,,,,,,,,,,,,,
20200562,DFY,2021-10-24,Protestors rally in front of Port of Tripoli,Thawra,2020-02-03,2020-02-03,0,0,0,North,Tripoli,Tripoli Port,34.45032273,35.8306935,Infrastructure,,,,,2,Few (picture),,Security,Other,Against the Chinese ship,non-political,,Hirak Trablos,Revolution committee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-03,NNA,وقفة احتجاجيةامام مرفأ طرابلس,,http://nna-leb.gov.lb/ar/show-news/460077/,,,,,,,,,,,,,
20200625,DFY,2021-11-04,Protestors rally in front of the BDL in Hamra in solidarity with Mohamad Zbeeb,Thawra,2020-02-13,2020-02-13,0,0,0,Beirut,Beirut,BDL Hamra,33.89530307,35.48894304,Bank/Central Bank,,,,,5,عددا,,Economic/Financial,Against Central Bank,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-13,IMLebanon,وقفة أمام وزارة الداخلية تضامنا مع زبيب,,https://www.imlebanon.org/2020/02/13/zbeeb/,,,,,,,,,,,,,
20200128,DFY,2021-09-09,Protestors rally in front of the Beirut Municipality in support of the Mayor and the Governor of Beirut,Thawra,2020-01-10,2020-01-10,0,0,0,Beirut,Beirut,Municipality area,33.89806072,35.50570179,Government building,,,,,-99,Unspecified,,Politics (local),support of local municipality,,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,Security forces present at event,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,2020-01-10,NNA,ناشطون طالبوا باستقالة محافظ بيروت ورئيس بلديتها,,http://nna-leb.gov.lb/ar/show-news/455914/,,,,,,,,,,,,,
20200670,DFY,2021-11-04,Protestors rally in front of the Ministry of Economy,Thawra,2020-02-20,2020-02-20,0,0,0,Beirut,Beirut,Ministry of Economy,33.89400948,35.50570142,Government building,,,,,-99,Unspecified,,Economic/Financial,Against the deterioration of the economy,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-20,The Daily Star,Protesters condemn lack of oversight on price hikes,,http://www.dailystar.com.lb/News/Lebanon-News/2020/Feb-20/501457-protesters-condemn-lack-of-oversight-on-price-rises.ashx,,,,,,,,,,,,,
20200563,DFY,2021-10-24,Protestors rally in front of Tripoli Seray demanding the resignation of Ramzi Nuhra the governor,Thawra,2020-02-03,2020-02-03,0,0,0,North,Tripoli,Tripoli Seray ,34.43689163,35.84192741,Government building,,,,,2,Few (picture),,Politics (local),Against governor,Against Governor Ramzi Nuhra,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,Army present at event,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,2020-02-03,NNA,(اضافة) اعتصام أمام سرايا طرابلس للمطالبة باستقالة المحافظ,,http://nna-leb.gov.lb/ar/show-news/460134/,,,,,,,,,,,,,
20200571,DFY,2021-10-29,Protestors rally in front of Tripoli Seray demanding the resignation of Ramzi Nuhra the governor,Thawra,2020-02-05,2020-02-05,0,0,0,North,Tripoli,Tripoli Seray,34.43689163,35.84192741,Government building,,,,,5,عددا,,Politics (local),Against governor,toadd: Against the governor,politics (other),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-05,NNA,محتجون امام سرايا طرابلس اعتراضا على ضرب ناشط ومطالبة بإقالة المحافظ,,http://nna-leb.gov.lb/ar/show-news/460481/,,,,,,,,,,,,,
