recordnumber,coderinitials,datecoded,narrative,nameofevent,startdate,endate,ongoing,governorate,district,location,gpslatend,gpslongend,locationtypeend,gpslatstart,gpslongstart,locationtypestart,sizeexact,sizeestimate,sizetext,endsize,demandtypeone,demandtypetwo,demandother,govresign,antiUS,antiIran,antiSoleimani,proUS,proIran,proSoleimani,slogans,organizer,orgtypefirst,orgtypesecond,youth/students,laborers/workers,unions/syndicates,peasants/farmers,party members,activists/movts,gov workers,business,residents,islamists,kurds,christians,tribes,soldiers,police,NGOs/CSOs,womensgroups,refugees,participantother,sector,industryfirst,industrysecond,tacticprimary,tacticsecondary,campaign,violence,propertydamage,repression,teargas,rubberbullets,shootinginair,liveammo,sticks,surround,dogs,cleararea,policerepress,milrepress,beltegeyyarepress,militiarepress,partyrepress,employerrepress,ISISrepress,otherrepress,killed,injured,arrested,response,responsetext,sourcename1,articletitle1,articledate1,pagenum1,URL1,DB1,sourcename2,articletitle2,articledate2,pagenum2,URL2,DB2,sourcename3,articletitle3,articledate3,pagenum3,URL3,DB3,counts
201912174,ND,2020-10-04,محتجون يطوقون مبنى وزارة النفط وسط العاصمة بغداد ويمنعون الموظفين من الخروج,,2019-12-11,,0,Baghdad,,وزارة النفط,33.34156,44.432736,Government building,,,,,-99,,,Politics (national),Unspecified,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,Roadblock or blockade,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,LUM,"Protesters surround the Ministry of Oil building in the center of the capital, Baghdad, and prevent employees from leaving.",2019-12-11,0,https://twitter.com/wakaltyaqein/status/1204730135284527104,https://www.dropbox.com/s/ruom5jvfvbaubxc/201912174.1.png?dl=0,,,,,,,,,,,,,1
201912196,ND,2020-10-06,خرج مئات الطلاب والمعلمين للاحتجاج في مديرية الخضر دعما لمطالب المحتجين في عموم البلاد.,,2019-12-11,,0,Muthanna,Al-Khidhir,قضاء الخضر,,,Cannot be determined,,,,,-99,,,Politics (national),Unspecified,,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Public,Education,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,"hundreds of students and teachers came out to protest in al-Khidr district, in support of the demands of the protesters all over the country. ",2019-12-11,0,,,,,,,,,,,,,,,1
201912197,ND,2020-10-06,واصل محتجون بينهم طلاب وأساتذة من كلية طب الأسنان احتجاجاتهم في مدينة السماوة بمحافظة المثنى دعما لمطالب المحتجين.,,2019-12-11,,0,Muthanna,Al-Samawa,السماوة,,,Cannot be determined,,,,,-99,,,Politics (national),Unspecified,,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Public,Education,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,protesters including students and professors from the school of Dentistry continued their protests in As Samawah city in Al-Muthanna province in support of the demands of the protesters.,2019-12-11,0,,,,,,,,,,,,,,,1
201912182,ND,2020-10-04,واصل الطلاب تدفقهم إلى الميدان الواقع وسط مدينة البصرة وانضموا إلى الاحتجاجات التي تطالب بإصلاح كامل للنظام السياسي.,,2019-12-12,,0,Basrah,,ساحة البحرية,30.549731,47.799376,Midan,,,,,-99,,,Politics (national),Government opposition,,0,0,0,0,0,0,0,إصلاح كامل للنظام السياسي,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,students continued trickling into the square in central Basrh city and joined the protests calling for a complete overhaul of the political system.,2019-12-12,0,,,,,,,,,,,,,,,1
201912217,ND,2020-10-07,واصل المئات من الطلاب عصيانهم المدني وانضموا إلى الاحتجاجات حيث طالب الآلاف في مدينة الناصرية بالوفاء بمطالبهم.,,2019-12-12,,0,ThiQar,Nassriya,الناصرية,,,Cannot be determined,,,,,3001,الاف,,Politics (national),Government opposition,,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,hundreds of students continued their civil disobedience and joined the protests where thousands in Nassriya city demanded the fulfillment of their demands.,2019-12-12,0,,,,,,,,,,,,,,,1
201912181,ND,2020-10-04,اندلعت احتجاجات في مدينة الصادق شمال البصرة تخليداً لذكرى قتلى القوات الأمنية والحشد الشعبي.,,2019-12-12,,0,Basrah,Basrah,الصادق,,,Cannot be determined,,,,,-99,,,Politics (national),Other party/movement/militia support,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,"protests took place in al-Sadiq, northern Basrah district in remembrance of those killed from security forces and the PMF",2019-12-12,0,,,,,,,,,,,,,,,1
201912205,ND,2020-10-06,استمرت الاحتجاجات في محافظة الديوانية دعما للاحتجاجات في جميع أنحاء البلاد.,,2019-12-12,,0,Qadissiya,Diwaniya,الديوانية,,,Cannot be determined,,,,,-99,,,Politics (national),Unspecified,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,"protests continued in Diwaniya province, in support of the protests all over the country.",2019-12-12,0,,,,,,,,,,,,,,,1
201912221,ND,2020-10-09,واستؤنفت الاشتباكات بين متظاهرين قرب مبنى مجلس كربلاء ومبنى لقوات الأمن مما أسفر عن إصابة متظاهرين وعناصر من قوات الأمن,,2019-12-12,,0,Kerbala,,مجلس المحافظة,32.60581,44.03216,Government building,,,,,-99,,,Politics (national),Unspecified,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,Riot,Mob action but no property damage,Injuries inflicted,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,Authorities not responding or ignoring,,ACLED,clashes resumed between demonstrators near the Kerbala council and security forces building leaving demonstrators and security forces members injured,2019-12-12,0,,,,,,,,,,,,,,,1
201912224,ND,2020-10-09,قوات الأمن أطلقت النار على المتظاهرين في ساحة السنك في بغداد ، مما أسفر عن مقتل 4 متظاهرين.,,2019-12-12,,0,Baghdad,,كراج السنك,33.32978,44.402236,Midan,,,,,-99,,,Politics (national),Unspecified,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,Deaths inflicted,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,Authorities not responding or ignoring,,ACLED,"security forces reportedly shot at protesters in Sinak square in Baghdad, leaving 4 protesters reportedly killed.",2019-12-12,0,,,,,,,,,,,,,,,1
201912232,ND,2020-10-09,أغلق المئات من سائقي سيارات الأجرة المتعاقدين مع شركة بي بي البوابات الرئيسية لحقل نفط الرميلة ولم يسمحوا للموظفين بالمغادرة ، مطالبين بالإفراج عن أجورهم المتأخرة.,,2019-12-12,,0,Basrah,,حقل نفط الرميلة ,30.226906,47.410089,Factory or industrial site,,,,,301,مئات,,Labor,Wages,,0,0,0,0,0,0,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Private,"Transportation (taxi drivers, pilots)",,Demonstration / protest,Roadblock or blockade,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,"hundreds of taxi drivers contracted by the BB company shut down the main gates of the Ar Ramilah oil field and did not allow the employees to leave, demanding the release of their delayed wages",2019-12-12,0,,,,,,,,,,,,,,,1
201912166,ND,2020-09-29,مسيرة راجلة في ساحة التحرير للمطالبة بإطلاق سراح المختطفين,,2019-12-13,,0,Baghdad,,ساحة التحرير,33.32689,44.410015,Midan,,,,,31,صورة ,,Human rights / civic freedoms,Arrests / detention / kidnapping,,0,0,0,0,0,0,0,"قبيلة البو عامر تطالب الحكومة بالافراج عن المختطف محمد العامري , الحرية لعمر العامري",,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,March,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,MD,مسيرة راجلة في ساحة التحرير للمطالبة بإطلاق سراح المختطفين,2019-12-14,4,https://almadapaper.net/file/archiveto2615//4706/44002.pdf,https://www.dropbox.com/s/qo0iofxtop2c7bn/201912166.1.pdf?dl=0,,,,,,,,,,,,,1
201912227,ND,2020-10-09,تظاهر عشرات المدنيين في منطقة الريرين بمحافظة السليمانية ، احتجاجا على قطع الكهرباء ونقص التدفئة مع قدوم الشتاء.,,2019-12-13,,0,Sulaymaniyah,Sulaymaniya,منطقة الريرين,,,Cannot be determined,,,,,31,عشرات,,Social,Electricity,shortage of heating,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,dozens of civilians protested in Raireen area in Sulaymaniyah province protesting the cutting of electricity and shortage of heating with the arrival of winter,2019-12-13,0,,,,,,,,,,,,,,,1
201912218,ND,2020-10-07,واصل آلاف المتظاهرين احتجاجاتهم في مدينة الناصرية ، وطالبوا بتنفيذ مطالبهم.,,2019-12-13,,0,ThiQar,Nassriya,الناصرية,,,Cannot be determined,,,,,3001,الاف,,Politics (national),Government opposition,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,thousands of protesters continued their protests in Nassriya city and called for the fulfillment of their demands,2019-12-13,0,,,,,,,,,,,,,,,1
201912165,ND,2020-09-29,اصيب 5 متظاهرين وسط مدينة كربلاء نتيجة تعرضهم للطعن من قبل مجهولين.,,2019-12-13,,0,Kerbala,,ساحة التربية,32.607385,44.026504,Midan,,,,,-99,,,Politics (national),Elections,Government resign,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,Injuries inflicted,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,Authorities not responding or ignoring,,MD,كربلاء.. إصابة 5 متظاهرين نتيجة الطعن بالسكاكين من قبل مجهولين,2019-12-14,2,https://almadapaper.net/file/archiveto2615//4706/44002.pdf,https://www.dropbox.com/s/je51g74phpbicdn/201912165.1.pdf?dl=0,,,,,,,,,,,,,1
201912207,ND,2020-10-06,وواصل متظاهرون من منطقة الشامية احتجاجاتهم دعما للحركة الاحتجاجية والمطالبة بتلبية مطالبهم بالكامل ودعم المرجعية الشيعية.,,2019-12-13,,0,Qadissiya,Al-Shamiya,الشامية,,,Cannot be determined,,,,,-99,,,Religious,Pro-Shia,Government opposition,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,protesters from Shamiya area continued their protests in support of the movement and calling for the fullfillment of their demands as well as backing the Shiite authority,2019-12-13,0,,,,,,,,,,,,,,,1
201912188,ND,2020-10-05,وتظاهر أهالي منطقة العباسية في ناحية العباسية بمحافظة النجف دعما لحركة الاحتجاج العامة.,,2019-12-13,,0,Najaf,Kufa,العباسية ,,,Cannot be determined,,,,,-99,,,Politics (national),Unspecified,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,LUM,al-Abbasiyah area residents protested in Nahiyat al Abbasiyah in Najaf province in support of the general protest movement. ,2019-12-13,0,,,,,,,,,,,,,,,1
201912206,ND,2020-10-06,استمرت الاحتجاجات في مدينة الديوانية دعما للحركة الاحتجاجية.,,2019-12-13,,0,Qadissiya,Diwaniya,الديوانية,,,Cannot be determined,,,,,-99,,,Politics (national),Unspecified,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,protests continued in Diwaniya city in support of the protest movement.,2019-12-13,0,,,,,,,,,,,,,,,1
201912167,ND,2020-09-29,توجهت أعداد كبيرة من المتظاهرين إلى ساحة الحبوبي للتنديد بدعوات إعادة الدوام، بعد اجتماع عدد من شيوخ العشائر في إحدى مدارس المحافظة مطالبين إدارات المدارس ببدء الدوام الرسمي يوم الأحد.,,2019-12-14,,0,ThiQar,,ساحة الحبوبي ,31.046334,46.253529,Midan,,,,,-99,,,Social,Education,,0,0,0,0,0,0,0,شلون تريد تداوم.. دم اخوانك عالزيتون,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,MD,جدل في ذي قار: شلون تريد تداوم.. دم إخوانك عالزيتون,2019-12-15,3,https://almadapaper.net/file/archiveto2615//4707/44003.pdf,https://www.dropbox.com/s/ezmn78360jim1ss/201912167.1.pdf?dl=0,,,,,,,,,,,,,1
201912157,ND,2020-09-19,استمرار الاحتجاجات في النجف في ساحة الصدرين,,2019-12-14,,0,Najaf,,ساحة الصدرين,32.00851,44.353103,Midan,,,,,-99,,,Politics (national),Elections,Elections or government formation,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,المنتفضون يواصلون نشاطهم الاحتجاجي ويؤكدون: لا نقبل أي مرشح تابع للقوى الحاكمة,2019-12-15,1,https://tareeqashaab.com/images/TariqPDF/2019/12/15.pdf,https://www.dropbox.com/s/h863p7w8qgkulqn/201912157.1.pdf?dl=0,,,,,,,,,,,,,1
201912158,ND,2020-09-19,تظاهر المئات في محافظة واسط، مع تواجد لافت لشرائح اجتماعية منوعة.,,2019-12-14,,0,Wassit,Kut,الكوت,,,Cannot be determined,,,,,-99,,,Politics (national),Elections,Elections or government formation,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,Security forces or other repressive groups present at event,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,المنتفضون يواصلون نشاطهم الاحتجاجي ويؤكدون: لا نقبل أي مرشح تابع للقوى الحاكمة,2019-12-15,1,https://tareeqashaab.com/images/TariqPDF/2019/12/15.pdf,https://www.dropbox.com/s/isvhlx6gq5sf7nq/201912158.1.pdf?dl=0,,,,,,,,,,,,,1
201912159,ND,2020-09-19,استمرار التظاهرات في بابل واعداد كبيرة تتوافد الى ساحة التظاهر ليعلنوا رفضهم أي مرشح تتفق عليه الكتل السياسية,,2019-12-14,,0,Babylon,,بابل,,,Cannot be determined,,,,,-99,,,Politics (national),Elections,Elections or government formation,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,المنتفضون يواصلون نشاطهم الاحتجاجي ويؤكدون: لا نقبل أي مرشح تابع للقوى الحاكمة,2019-12-15,1,https://tareeqashaab.com/images/TariqPDF/2019/12/15.pdf,https://www.dropbox.com/s/qrzbsnie1546vyj/201912159.1.pdf?dl=0,,,,,,,,,,,,,1
201912229,ND,2020-10-09,تظاهر السكان الأكراد في قرية القراني في رانية عن نقص الخدمات و الكهرباء في المنطقة ، وحرقوا الإطارات وقطعوا الطرق المؤدية إلى كويا وأربيل والسليمانية ، وطالبوا رئيس البلدية بالحضور والتحدث معهم.,,2019-12-14,,0,Sulaymaniyah,Sulaymaniya,قرية القراني,,,Main road,,,,,-99,,,Social,Infrastructure,Electricity,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,Demonstration / protest,Roadblock or blockade,,Riot,Mob action but no property damage,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,"Kurdish residents of Qarani village in Ranya demonstrated about the lack of services or reliable electricity in the area, burning tires and blocking the roads leading to Koya, Erbil, and Sulaimani, and demanding that the mayor come and speak with them",2019-12-14,0,,,,,,,,,,,,,,,1
201912153,ND,2020-09-19,تظاهرات حاشدة في قضاء الرميثة ضد ترشيح محمد شياع السوداني لرئاسة الوزراء لكونه من أقطاب الاحزاب الحاكمة,,2019-12-14,,0,Muthanna,Al-Rumaitha,ساحة اعتصام مدينة الرميثة,,,Midan,,,,,-99,,,Politics (national),Oppose new prime minister,"Corruption , Elections or government formation, Opposing the sectarianization of government or politics",0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,المنتفضون يواصلون نشاطهم الاحتجاجي ويؤكدون: لا نقبل أي مرشح تابع للقوى الحاكمة,2019-12-15,1,https://tareeqashaab.com/images/TariqPDF/2019/12/15.pdf,https://www.dropbox.com/s/gcj66jm1426espf/201912153.1.pdf?dl=0,,,,,,,,,,,,,1
201912154,ND,2020-09-19,تجددت التظاهرات في الديوانية، عند ساحة الساعة التي تقع أمام مبنى الحكومة المحلية,,2019-12-14,,0,Qadissiya,,ساحة الساعة,31.992941,44.918936,Midan,,,,,-99,,,Politics (national),Oppose new prime minister,Elections or government formation,0,0,0,0,0,0,0,,اللجنة التنسيقية لتظاهرات الديوانية,Political movement,,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,المنتفضون يواصلون نشاطهم الاحتجاجي ويؤكدون: لا نقبل أي مرشح تابع للقوى الحاكمة,2019-12-15,1,https://tareeqashaab.com/images/TariqPDF/2019/12/15.pdf,https://www.dropbox.com/s/ydh9abj1hpcw40c/201912154.1.pdf?dl=0,,,,,,,,,,,,,1
201912155,ND,2020-09-19,"خرجت اعداد كبيرة للمواطنين المتظاهرين متجهة الناصرية, صوب ساحة الحبوبي",,2019-12-14,,0,ThiQar,,ساحة الحبوبي ,31.045295,46.252928,Midan,,,,,-99,,,Politics (national),Oppose new prime minister,"Elections or government formation , rejection of the purported PM candidate",0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,المنتفضون يواصلون نشاطهم الاحتجاجي ويؤكدون: لا نقبل أي مرشح تابع للقوى الحاكمة,2019-12-15,1,https://tareeqashaab.com/images/TariqPDF/2019/12/15.pdf,https://www.dropbox.com/s/8bkwv2kr7mi4ppx/201912155.1.pdf?dl=0,,,,,,,,,,,,,1
201912183,ND,2020-10-04,خرج محتجون في البصرة الى الشوارع رفضا لمرشح رئيس الوزراء المزعوم,,2019-12-14,,0,Basrah,Basrah,البصرة ,,,Cannot be determined,,,,,-99,,,Politics (national),Oppose new prime minister,rejection of the purported PM candidate,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,protesters in Basra took to the streets in rejection of the purported PM candidate,2019-12-14,0,,,,,,,,,,,,,,,1
201912223,ND,2020-10-09,حاول المتظاهرون العراقيون في مدينة العمارة إضرام النار في منزل أحد النواب الذي قيل أنه مرشح محتمل لمنصب رئيس الوزراء. لم يبلغ عن وقوع إصابات أو وفيات.,,2019-12-14,,0,Missan,Amara,منزل أحد النواب,,,Other,,,,,-99,,,Politics (national),Oppose new prime minister,rejection of the purported PM candidate,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,Mass attack or mob,,Riot,Minor property damage,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,"Iraqi demonstrators in Amara city, Missan province, reportedly attempted to set fire to the house of an MP said to be a potential nominee for the post of prime minister. No reported injuries or fatalities.",2019-12-14,0,,,,,,,,,,,,,,,1
201912228,ND,2020-10-09,تظاهر عشرات السجناء السياسيين السابقين في مدينة كويا ضد تخفيض رواتبهم كجزء من مشروع قانون الإصلاح الذي وافق عليه مجلس وزراء حكومة إقليم كردستان,,2019-12-14,,0,Sulaymaniyah,Sulaymaniya,مدينة كويا,,,Cannot be determined,,,,,31,عشرات,,Social,Social welfare program,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,السجناء السياسيين السابقين,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,dozens of former political prisoners protested in Koya city against cuts to their salaries as part of a reform bill approved by the Kurdistan Regional Government (KRG) Council of Ministers,2019-12-14,0,,,,,,,,,,,,,,,1
201912156,ND,2020-09-19,خرج العشرات من المواطنين في تظاهرة أمام حقل مجنون النفطي شمالي المحافظة.,,2019-12-14,,0,Basrah,,حقل مجنون النفطي,31.071838,47.612492,Factory or industrial site,,,,,31,العشرات ,,Labor,Unemployment,Elections or government formation,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,المنتفضون يواصلون نشاطهم الاحتجاجي ويؤكدون: لا نقبل أي مرشح تابع للقوى الحاكمة,2019-12-15,1,https://tareeqashaab.com/images/TariqPDF/2019/12/15.pdf,https://www.dropbox.com/s/6xl5p0vxrzx5xfd/201912156.1.pdf?dl=0,ACLED ,"protesters resumed their protests in front of al Majnoon Oil field in Basra, demanding jobs",2019-12-14,0,,,,,,,,,1
201912225,ND,2020-10-09,اشتباكات بين المتظاهرين الذين ردوا على قيام قوات مكافحة الإرهاب بإطلاق الغاز المسيل للدموع عليهم برشقهم بالحجارة وقنابل المولوتوف.,,2019-12-14,,0,Baghdad,,بغداد ,,,Cannot be determined,,,,,-99,,,Politics (national),Unspecified,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,Brawl or gang violence,Mob action but no property damage,Physical harassment,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,clashes between demonstrators who responded to counterterrorism forces firing tear gas at them by throwing rocks and Molotov cocktails at them,2019-12-14,0,,,,,,,,,,,,,,,1
201912233,ND,2020-10-10,"تجددت التظاهرات في ساحة التحرير، رفضا لمرشحي الاحزاب واختيار رئيس وزراء اقرب للمتظاهرين , وطالب متظاهرون القوات الامنية بالتدخل للإفراج عن ناشطين اختطفا ",,2019-12-15,,0,Baghdad,,ساحة التحرير,33.328136,44.408459,Midan,,,,,-99,,,Human rights / civic freedoms,Arrests / detention / kidnapping,"rejection of the purported PM candidates , Other party/ movement/militia opposition",0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,الانتفاضة تواصل زخمها وتطالب باختيار رئيس وزراء وفق معايير ساحات الاحتجاج,2019-12-16,1,https://tareeqashaab.com/images/TariqPDF/2019/12/16.pdf,,,,,,,,,,,,,,1
201912200,ND,2020-10-06,واحتج العاملون برواتب يومية في المكتب الانتخابي في محافظة المثنى مطالبين بالعقود الدائمة.,,2019-12-15,,0,Muthanna,,دائرة مفوضية الانتخابات,31.317007,45.283261,Government building,,,,,-99,,,Labor,Contracts,,0,0,0,0,0,0,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Public,Civil servants / bureaucracy,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,ACLED,daily wagers of the electoral office in al-Muthanna province protested demanding permanent contracts.,2019-12-15,0,,,,,,,,,,,,,,,1
201912235,ND,2020-10-10,اغلق المتظاهرون في محافظة كربلاء، مبنى الهيئة العامة للضرائب,,2019-12-15,,0,Kerbala,,مبنى الهيئة العامة للضرائب,32.601003,44.016904,Government building,,,,,-99,,,Corruption,Corruption in politics/government,Unemployment,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,Roadblock or blockade,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Authorities not responding or ignoring,,T-SH,الانتفاضة تواصل زخمها وتطالب باختيار رئيس وزراء وفق معايير ساحات الاحتجاج,2019-12-16,1,https://tareeqashaab.com/images/TariqPDF/2019/12/16.pdf,,,,,,,,,,,,,,1
